"Method","Cov","Width","Time","Dataset","Trial","N","N_syn"
"Synthetic-only",0.9235,7.84703458279691,0,"LogNormal",95,100,100
"SCP",0.9515,9.07455742178287,0,"LogNormal",95,250,250
"RSA-CP (OT) (Ours)",0.951,8.9540771075788,0.0199999999999996,"LogNormal",95,250,250
"SPI",0.959,9.53427935270862,0,"LogNormal",95,250,250
"Synthetic-only",0.9905,15.2235686259133,0,"LogNormal",95,250,250
"SCP",0.9515,9.07455742178287,0,"LogNormal",95,500,500
"RSA-CP (OT) (Ours)",0.944,8.68206430062466,0,"LogNormal",95,500,500
"SPI",0.9515,8.997628494166,0.0199999999999996,"LogNormal",95,500,500
"Synthetic-only",0.948,8.76650539790942,0,"LogNormal",95,500,500
"SCP",0.9515,9.07455742178287,0,"LogNormal",95,1000,1000
"RSA-CP (OT) (Ours)",0.9425,8.59099369607266,0,"LogNormal",95,1000,1000
"SPI",0.959,9.53427935270862,0.00999999999999801,"LogNormal",95,1000,1000
"Synthetic-only",0.983,13.2741180112359,0,"LogNormal",95,1000,1000
"SCP",0.9515,9.07455742178287,0,"LogNormal",95,2000,2000
"RSA-CP (OT) (Ours)",0.943,8.602336483514,0,"LogNormal",95,2000,2000
"SPI",0.959,9.53427935270862,0.0299999999999976,"LogNormal",95,2000,2000
"Synthetic-only",0.959,9.53436115488832,0,"LogNormal",95,2000,2000
"SCP",0.9515,9.07455742178287,0,"LogNormal",95,3000,3000
"RSA-CP (OT) (Ours)",0.943,8.602336483514,0.0100000000000016,"LogNormal",95,3000,3000
"SPI",0.959,9.53427935270862,0.0500000000000007,"LogNormal",95,3000,3000
"Synthetic-only",0.9665,10.4695525821924,0,"LogNormal",95,3000,3000
"SCP",0.9845,9.12426788080527,0,"Student-t",95,50,50
"RSA-CP (OT) (Ours)",0.9845,9.12108953255157,0,"Student-t",95,50,50
"SPI",0.999,20.6831317074757,0,"Student-t",95,50,50
"Synthetic-only",0.9895,10.3503597036099,0,"Student-t",95,50,50
"SCP",0.9845,9.12426788080527,0,"Student-t",95,100,100
"RSA-CP (OT) (Ours)",0.983,8.74784801715304,0,"Student-t",95,100,100
"SPI",0.9965,14.7828278955608,0.0199999999999996,"Student-t",95,100,100
"Synthetic-only",0.9915,10.6102273117936,0,"Student-t",95,100,100
"SCP",0.9845,9.12426788080527,0,"Student-t",95,250,250
"RSA-CP (OT) (Ours)",0.9825,8.65453763830341,0,"Student-t",95,250,250
"SPI",0.999,17.249700270983,0,"Student-t",95,250,250
"Synthetic-only",0.999,17.0289212665736,0,"Student-t",95,250,250
"SCP",0.9845,9.12426788080527,0,"Student-t",95,500,500
"RSA-CP (OT) (Ours)",0.9825,8.69628250915528,0,"Student-t",95,500,500
"SPI",0.9965,14.2492701002147,0.00999999999999801,"Student-t",95,500,500
"Synthetic-only",0.995,13.6455113002179,0.00999999999999801,"Student-t",95,500,500
"SCP",0.9845,9.12426788080527,0,"Student-t",95,1000,1000
"RSA-CP (OT) (Ours)",0.9825,8.70070893102448,0,"Student-t",95,1000,1000
"SPI",0.993,10.9159208632516,0.0199999999999996,"Student-t",95,1000,1000
"Synthetic-only",0.993,10.8706781209771,0,"Student-t",95,1000,1000
"SCP",0.9845,9.12426788080527,0,"Student-t",95,2000,2000
"RSA-CP (OT) (Ours)",0.9825,8.64564115298003,0.0100000000000016,"Student-t",95,2000,2000
"SPI",0.99,10.3987599970365,0.0300000000000011,"Student-t",95,2000,2000
"Synthetic-only",0.989,10.3288582398032,0,"Student-t",95,2000,2000
"SCP",0.9845,9.12426788080527,0,"Student-t",95,3000,3000
"RSA-CP (OT) (Ours)",0.9825,8.64564115298003,0,"Student-t",95,3000,3000
"SPI",0.993,11.3988863379821,0.0499999999999972,"Student-t",95,3000,3000
"Synthetic-only",0.993,11.3456597188166,0.0199999999999996,"Student-t",95,3000,3000
"SCP",0.9235,7.86719062202598,0,"LogNormal",96,50,50
"RSA-CP (OT) (Ours)",0.9235,7.86120352054619,0,"LogNormal",96,50,50
"SPI",0.997,23.2676328217992,0,"LogNormal",96,50,50
"Synthetic-only",0.9955,19.3721528067249,0,"LogNormal",96,50,50
"SCP",0.9235,7.86719062202598,0,"LogNormal",96,100,100
"RSA-CP (OT) (Ours)",0.923,7.84024031115807,0.00999999999999801,"LogNormal",96,100,100
"SPI",0.9695,11.1048340301007,0,"LogNormal",96,100,100
"Synthetic-only",0.9945,18.7067148736294,0,"LogNormal",96,100,100
"SCP",0.9235,7.86719062202598,0,"LogNormal",96,250,250
"RSA-CP (OT) (Ours)",0.922,7.81927710176994,0,"LogNormal",96,250,250
"SPI",0.9695,11.1048340301007,0,"LogNormal",96,250,250
"Synthetic-only",0.995,18.9668275390173,0,"LogNormal",96,250,250
"SCP",0.9235,7.86719062202598,0,"LogNormal",96,500,500
"RSA-CP (OT) (Ours)",0.922,7.8057311012221,0,"LogNormal",96,500,500
"SPI",0.936,8.37329433177787,0,"LogNormal",96,500,500
"Synthetic-only",0.93,8.17624049184533,0,"LogNormal",96,500,500
"SCP",0.9235,7.86719062202598,0,"LogNormal",96,1000,1000
"RSA-CP (OT) (Ours)",0.9215,7.77679920299891,0.0100000000000016,"LogNormal",96,1000,1000
"SPI",0.9695,11.1048340301007,0.0199999999999996,"LogNormal",96,1000,1000
"Synthetic-only",0.9615,9.88528657220374,0,"LogNormal",96,1000,1000
"SCP",0.9235,7.86719062202598,0,"LogNormal",96,2000,2000
"RSA-CP (OT) (Ours)",0.9215,7.78554775881908,0,"LogNormal",96,2000,2000
"SPI",0.9495,8.83502811435786,0.0299999999999976,"LogNormal",96,2000,2000
"Synthetic-only",0.948,8.77161879237487,0,"LogNormal",96,2000,2000
"SCP",0.9235,7.86719062202598,0.0200000000000031,"LogNormal",96,3000,3000
"RSA-CP (OT) (Ours)",0.9215,7.78554775881908,0,"LogNormal",96,3000,3000
"SPI",0.9695,11.1048340301007,0.0399999999999991,"LogNormal",96,3000,3000
"Synthetic-only",0.981,12.8408874847605,0,"LogNormal",96,3000,3000
"SCP",0.909,5.05168026816999,0,"Student-t",96,50,50
"RSA-CP (OT) (Ours)",0.9085,5.04336474677624,0,"Student-t",96,50,50
"SPI",0.9995,31.1455702084803,0,"Student-t",96,50,50
"Synthetic-only",0.9965,14.1410101618596,0,"Student-t",96,50,50
"SCP",0.909,5.05168026816999,0,"Student-t",96,100,100
"RSA-CP (OT) (Ours)",0.9045,4.94809122432193,0,"Student-t",96,100,100
"SPI",0.9865,9.41899428564596,0,"Student-t",96,100,100
"Synthetic-only",0.999,17.9395832214527,0,"Student-t",96,100,100
"SCP",0.909,5.05168026816999,0,"Student-t",96,250,250
"RSA-CP (OT) (Ours)",0.9025,4.87027899738586,0,"Student-t",96,250,250
"SPI",0.973,7.84059618700704,0.00999999999999801,"Student-t",96,250,250
"Synthetic-only",0.97,7.55400348635838,0,"Student-t",96,250,250
"SCP",0.909,5.05168026816999,0,"Student-t",96,500,500
"RSA-CP (OT) (Ours)",0.8775,4.41025758942016,0,"Student-t",96,500,500
"SPI",0.9865,9.41899428564596,0,"Student-t",96,500,500
"Synthetic-only",0.995,13.2609343066882,0,"Student-t",96,500,500
"SCP",0.909,5.05168026816999,0,"Student-t",96,1000,1000
"RSA-CP (OT) (Ours)",0.8835,4.53871169396637,0.019999999999996,"Student-t",96,1000,1000
"SPI",0.9865,9.41899428564596,0.0200000000000031,"Student-t",96,1000,1000
"Synthetic-only",0.993,11.1293415290031,0,"Student-t",96,1000,1000
"SCP",0.909,5.05168026816999,0,"Student-t",96,2000,2000
"RSA-CP (OT) (Ours)",0.8765,4.39645393518406,0,"Student-t",96,2000,2000
"SPI",0.9865,9.41899428564596,0.0300000000000011,"Student-t",96,2000,2000
"Synthetic-only",0.993,11.4213516725259,0,"Student-t",96,2000,2000
"SCP",0.909,5.05168026816999,0,"Student-t",96,3000,3000
"RSA-CP (OT) (Ours)",0.8775,4.41489866299727,0.00999999999999801,"Student-t",96,3000,3000
"SPI",0.9865,9.41899428564596,0.0499999999999972,"Student-t",96,3000,3000
"Synthetic-only",0.993,11.0285927000908,0,"Student-t",96,3000,3000
"SCP",0.966,10.4304682845838,0,"LogNormal",97,50,50
"RSA-CP (OT) (Ours)",0.966,10.4178175499812,0,"LogNormal",97,50,50
"SPI",0.999,29.9713764631067,0.0200000000000031,"LogNormal",97,50,50
"Synthetic-only",0.999,29.8957993266417,0.0200000000000031,"LogNormal",97,50,50
"SCP",0.966,10.4304682845838,0,"LogNormal",97,100,100
"RSA-CP (OT) (Ours)",0.951,8.96984083991698,0,"LogNormal",97,100,100
"SPI",0.968,10.8996188851897,0,"LogNormal",97,100,100
"Synthetic-only",0.9945,17.840771573983,0,"LogNormal",97,100,100
"SCP",0.966,10.4304682845838,0,"LogNormal",97,250,250
"RSA-CP (OT) (Ours)",0.953,9.11988766308019,0,"LogNormal",97,250,250
"SPI",0.968,10.8996188851897,0.00999999999999801,"LogNormal",97,250,250
"Synthetic-only",0.9835,13.3728027608636,0.00999999999999801,"LogNormal",97,250,250
"SCP",0.966,10.4304682845838,0,"LogNormal",97,500,500
"RSA-CP (OT) (Ours)",0.951,8.93018416020663,0,"LogNormal",97,500,500
"SPI",0.968,10.8996188851897,0.0200000000000031,"LogNormal",97,500,500
"Synthetic-only",0.9825,13.1159776193381,0,"LogNormal",97,500,500
"SCP",0.966,10.4304682845838,0,"LogNormal",97,1000,1000
"RSA-CP (OT) (Ours)",0.9415,8.58467108257959,0,"LogNormal",97,1000,1000
"SPI",0.968,10.7721569521316,0.00999999999999801,"LogNormal",97,1000,1000
"Synthetic-only",0.9595,9.57731908885952,0,"LogNormal",97,1000,1000
"SCP",0.966,10.4304682845838,0,"LogNormal",97,2000,2000
"RSA-CP (OT) (Ours)",0.948,8.76264055500945,0.0200000000000031,"LogNormal",97,2000,2000
"SPI",0.968,10.8996188851897,0.0300000000000011,"LogNormal",97,2000,2000
"Synthetic-only",0.99,14.5443289784762,0,"LogNormal",97,2000,2000
"SCP",0.966,10.4304682845838,0,"LogNormal",97,3000,3000
"RSA-CP (OT) (Ours)",0.951,8.96408056776829,0,"LogNormal",97,3000,3000
"SPI",0.955,9.29902831664418,0.0499999999999972,"LogNormal",97,3000,3000
"Synthetic-only",0.9525,9.09752129369973,0,"LogNormal",97,3000,3000
"SCP",0.96,6.86503356054557,0,"Student-t",97,50,50
"RSA-CP (OT) (Ours)",0.9595,6.85363702824804,0,"Student-t",97,50,50
"SPI",0.999,18.749569855164,0,"Student-t",97,50,50
"Synthetic-only",0.998,15.4869119424153,0,"Student-t",97,50,50
"SCP",0.96,6.86503356054557,0,"Student-t",97,100,100
"RSA-CP (OT) (Ours)",0.8665,4.23388006209558,0,"Student-t",97,100,100
"SPI",0.9685,7.34963377449134,0,"Student-t",97,100,100
"Synthetic-only",0.9705,7.59564748948912,0,"Student-t",97,100,100
"SCP",0.96,6.86503356054557,0,"Student-t",97,250,250
"RSA-CP (OT) (Ours)",0.9335,5.72819067224696,0,"Student-t",97,250,250
"SPI",0.9685,7.34963377449134,0.0200000000000031,"Student-t",97,250,250
"Synthetic-only",0.995,12.8730891883266,0,"Student-t",97,250,250
"SCP",0.96,6.86503356054557,0,"Student-t",97,500,500
"RSA-CP (OT) (Ours)",0.893,4.7528375279393,0,"Student-t",97,500,500
"SPI",0.9685,7.34963377449134,0,"Student-t",97,500,500
"Synthetic-only",0.993,10.8668760466908,0.00999999999999801,"Student-t",97,500,500
"SCP",0.96,6.86503356054557,0,"Student-t",97,1000,1000
"RSA-CP (OT) (Ours)",0.89,4.71481482771579,0,"Student-t",97,1000,1000
"SPI",0.9685,7.34963377449134,0.0200000000000031,"Student-t",97,1000,1000
"Synthetic-only",0.99,10.3702668325775,0,"Student-t",97,1000,1000
"SCP",0.96,6.86503356054557,0,"Student-t",97,2000,2000
"RSA-CP (OT) (Ours)",0.8995,4.83366641138171,0,"Student-t",97,2000,2000
"SPI",0.9685,7.34963377449134,0.029999999999994,"Student-t",97,2000,2000
"Synthetic-only",0.9935,11.963888373219,0,"Student-t",97,2000,2000
"SCP",0.96,6.86503356054557,0,"Student-t",97,3000,3000
"RSA-CP (OT) (Ours)",0.9045,4.92486766442664,0.0200000000000031,"Student-t",97,3000,3000
"SPI",0.9685,7.34963377449134,0.0399999999999991,"Student-t",97,3000,3000
"Synthetic-only",0.9935,12.0853751342353,0,"Student-t",97,3000,3000
"SCP",0.9935,16.8977691550682,0,"LogNormal",98,50,50
"RSA-CP (OT) (Ours)",0.9935,16.8932582213804,0.0200000000000031,"LogNormal",98,50,50
"SPI",0.981,13.0591602195464,0,"LogNormal",98,50,50
"Synthetic-only",0.831,5.64035706409641,0,"LogNormal",98,50,50
"SCP",0.9935,16.8977691550682,0,"LogNormal",98,100,100
"RSA-CP (OT) (Ours)",0.9905,15.2340989317805,0,"LogNormal",98,100,100
"SPI",0.994,17.0246861646797,0,"LogNormal",98,100,100
"Synthetic-only",0.9065,7.38121685276649,0,"LogNormal",98,100,100
"SCP",0.9935,16.8977691550682,0,"LogNormal",98,250,250
"RSA-CP (OT) (Ours)",0.991,15.3849315944714,0,"LogNormal",98,250,250
"SPI",0.981,13.0591602195464,0.00999999999999801,"LogNormal",98,250,250
"Synthetic-only",0.944,8.66369537066925,0.00999999999999801,"LogNormal",98,250,250
"SCP",0.9935,16.8977691550682,0,"LogNormal",98,500,500
"RSA-CP (OT) (Ours)",0.991,15.500968307545,0,"LogNormal",98,500,500
"SPI",0.981,13.0591602195464,0.0200000000000031,"LogNormal",98,500,500
"Synthetic-only",0.9215,7.79606006169289,0,"LogNormal",98,500,500
"SCP",0.9935,16.8977691550682,0,"LogNormal",98,1000,1000
"RSA-CP (OT) (Ours)",0.99,14.6754707283109,0,"LogNormal",98,1000,1000
"SPI",0.99,14.539150847013,0.029999999999994,"LogNormal",98,1000,1000
"Synthetic-only",0.9695,11.100160593116,0,"LogNormal",98,1000,1000
"SCP",0.9935,16.8977691550682,0,"LogNormal",98,2000,2000
"RSA-CP (OT) (Ours)",0.99,14.7278831237691,0,"LogNormal",98,2000,2000
"SPI",0.981,13.0591602195464,0.0300000000000011,"LogNormal",98,2000,2000
"Synthetic-only",0.9515,9.01764092240989,0,"LogNormal",98,2000,2000
"SCP",0.9935,16.8977691550682,0,"LogNormal",98,3000,3000
"RSA-CP (OT) (Ours)",0.99,14.5954877846189,0.0200000000000031,"LogNormal",98,3000,3000
"SPI",0.981,13.0591602195464,0.0399999999999991,"LogNormal",98,3000,3000
"Synthetic-only",0.959,9.52668274724188,0,"LogNormal",98,3000,3000
"SCP",0.949,6.26657629793171,0,"Student-t",98,50,50
"RSA-CP (OT) (Ours)",0.947,6.23378117609138,0,"Student-t",98,50,50
"SPI",0.995,13.5982190115313,0,"Student-t",98,50,50
"Synthetic-only",0.9945,12.4224874916733,0,"Student-t",98,50,50
"SCP",0.949,6.26657629793171,0,"Student-t",98,100,100
"RSA-CP (OT) (Ours)",0.9395,5.91318671560668,0,"Student-t",98,100,100
"SPI",0.9375,5.85417761746641,0.019999999999996,"Student-t",98,100,100
"Synthetic-only",0.9135,5.17424751224379,0,"Student-t",98,100,100
"SCP",0.949,6.26657629793171,0,"Student-t",98,250,250
"RSA-CP (OT) (Ours)",0.935,5.80632189544512,0,"Student-t",98,250,250
"SPI",0.9885,9.95054315697534,0,"Student-t",98,250,250
"Synthetic-only",0.9875,9.62189190107923,0,"Student-t",98,250,250
"SCP",0.949,6.26657629793171,0,"Student-t",98,500,500
"RSA-CP (OT) (Ours)",0.9415,5.9488083223272,0.0200000000000031,"Student-t",98,500,500
"SPI",0.9945,12.270753370895,0,"Student-t",98,500,500
"Synthetic-only",0.9935,12.1064688900298,0,"Student-t",98,500,500
"SCP",0.949,6.26657629793171,0,"Student-t",98,1000,1000
"RSA-CP (OT) (Ours)",0.941,5.92998978515558,0.00999999999999801,"Student-t",98,1000,1000
"SPI",0.995,12.830505353368,0.0200000000000031,"Student-t",98,1000,1000
"Synthetic-only",0.9945,12.5939610932733,0,"Student-t",98,1000,1000
"SCP",0.949,6.26657629793171,0,"Student-t",98,2000,2000
"RSA-CP (OT) (Ours)",0.936,5.84169674433345,0,"Student-t",98,2000,2000
"SPI",0.9935,12.0676226932374,0.0300000000000011,"Student-t",98,2000,2000
"Synthetic-only",0.9935,11.887913602699,0,"Student-t",98,2000,2000
"SCP",0.949,6.26657629793171,0,"Student-t",98,3000,3000
"RSA-CP (OT) (Ours)",0.938,5.8895795045329,0.00999999999999801,"Student-t",98,3000,3000
"SPI",0.9935,11.767597256134,0.0300000000000011,"Student-t",98,3000,3000
"Synthetic-only",0.9935,11.6151429065569,0.019999999999996,"Student-t",98,3000,3000
"SCP",0.935,8.32304498207584,0,"LogNormal",99,50,50
"RSA-CP (OT) (Ours)",0.9325,8.31511993693169,0,"LogNormal",99,50,50
"SPI",0.995,19.0387717309678,0,"LogNormal",99,50,50
"Synthetic-only",0.991,15.2680920516725,0,"LogNormal",99,50,50
"SCP",0.935,8.32304498207584,0,"LogNormal",99,100,100
"RSA-CP (OT) (Ours)",0.911,7.55072550326756,0.0200000000000031,"LogNormal",99,100,100
"SPI",0.99,14.9025841620046,0,"LogNormal",99,100,100
"Synthetic-only",0.9215,7.77293683617332,0,"LogNormal",99,100,100
"SCP",0.935,8.32304498207584,0,"LogNormal",99,250,250
"RSA-CP (OT) (Ours)",0.9285,8.03676028612939,0,"LogNormal",99,250,250
"SPI",0.939,8.47148301145039,0.00999999999999801,"LogNormal",99,250,250
"Synthetic-only",0.937,8.38690624483853,0,"LogNormal",99,250,250
"SCP",0.935,8.32304498207584,0,"LogNormal",99,500,500
"RSA-CP (OT) (Ours)",0.919,7.74159736133894,0,"LogNormal",99,500,500
"SPI",0.963,10.1254322561389,0.0200000000000031,"LogNormal",99,500,500
"Synthetic-only",0.9495,8.83115236347778,0,"LogNormal",99,500,500
"SCP",0.935,8.32304498207584,0,"LogNormal",99,1000,1000
"RSA-CP (OT) (Ours)",0.911,7.58614359906306,0,"LogNormal",99,1000,1000
"SPI",0.938,8.44053394950789,0.00999999999999801,"LogNormal",99,1000,1000
"Synthetic-only",0.938,8.41280940352223,0,"LogNormal",99,1000,1000
"SCP",0.935,8.32304498207584,0,"LogNormal",99,2000,2000
"RSA-CP (OT) (Ours)",0.9115,7.5964920079854,0.0200000000000031,"LogNormal",99,2000,2000
"SPI",0.968,10.8134880166042,0.00999999999999801,"LogNormal",99,2000,2000
"Synthetic-only",0.9645,10.2608480062505,0.019999999999996,"LogNormal",99,2000,2000
"SCP",0.935,8.32304498207584,0,"LogNormal",99,3000,3000
"RSA-CP (OT) (Ours)",0.9105,7.52615411902257,0,"LogNormal",99,3000,3000
"SPI",0.9495,8.82125795480944,0.0500000000000043,"LogNormal",99,3000,3000
"Synthetic-only",0.9485,8.7799872927205,0,"LogNormal",99,3000,3000
"SCP",0.9595,6.83037296532875,0,"Student-t",99,50,50
"RSA-CP (OT) (Ours)",0.9595,6.82428817703637,0,"Student-t",99,50,50
"SPI",0.999,20.3170224945189,0.00999999999999801,"Student-t",99,50,50
"Synthetic-only",0.999,19.1322909812514,0.00999999999999801,"Student-t",99,50,50
"SCP",0.9595,6.83037296532875,0,"Student-t",99,100,100
"RSA-CP (OT) (Ours)",0.9525,6.53658631459807,0,"Student-t",99,100,100
"SPI",0.985,9.19878754836043,0,"Student-t",99,100,100
"Synthetic-only",0.979,8.38520299996833,0,"Student-t",99,100,100
"SCP",0.9595,6.83037296532875,0,"Student-t",99,250,250
"RSA-CP (OT) (Ours)",0.954,6.5930839267792,0,"Student-t",99,250,250
"SPI",0.985,9.19878754836043,0.0200000000000031,"Student-t",99,250,250
"Synthetic-only",0.9915,10.5779409056355,0,"Student-t",99,250,250
"SCP",0.9595,6.83037296532875,0,"Student-t",99,500,500
"RSA-CP (OT) (Ours)",0.953,6.53919691238183,0,"Student-t",99,500,500
"SPI",0.985,9.19878754836043,0.00999999999999801,"Student-t",99,500,500
"Synthetic-only",0.9935,11.5225081876043,0,"Student-t",99,500,500
"SCP",0.9595,6.83037296532875,0,"Student-t",99,1000,1000
"RSA-CP (OT) (Ours)",0.953,6.53919691238183,0,"Student-t",99,1000,1000
"SPI",0.985,9.19878754836043,0.0200000000000031,"Student-t",99,1000,1000
"Synthetic-only",0.9925,10.7746170929436,0,"Student-t",99,1000,1000
"SCP",0.9595,6.83037296532875,0,"Student-t",99,2000,2000
"RSA-CP (OT) (Ours)",0.9525,6.49961253805527,0,"Student-t",99,2000,2000
"SPI",0.985,9.19878754836043,0.029999999999994,"Student-t",99,2000,2000
"Synthetic-only",0.9935,12.0917904419714,0,"Student-t",99,2000,2000
"SCP",0.9595,6.83037296532875,0,"Student-t",99,3000,3000
"RSA-CP (OT) (Ours)",0.9525,6.51205538712581,0.0200000000000031,"Student-t",99,3000,3000
"SPI",0.985,9.19878754836043,0.0399999999999991,"Student-t",99,3000,3000
"Synthetic-only",0.9935,12.1498409005923,0,"Student-t",99,3000,3000
"SCP",0.925,7.93383935845403,0,"LogNormal",100,50,50
"RSA-CP (OT) (Ours)",0.925,7.92753692827024,0.0200000000000031,"LogNormal",100,50,50
"SPI",0.997,22.4382583386647,0,"LogNormal",100,50,50
"Synthetic-only",0.997,21.4680082019928,0,"LogNormal",100,50,50
"SCP",0.925,7.93383935845403,0,"LogNormal",100,100,100
"RSA-CP (OT) (Ours)",0.922,7.7995228646952,0,"LogNormal",100,100,100
"SPI",0.951,8.97847016822626,0,"LogNormal",100,100,100
"Synthetic-only",0.942,8.58575501965482,0,"LogNormal",100,100,100
"SCP",0.925,7.93383935845403,0,"LogNormal",100,250,250
"RSA-CP (OT) (Ours)",0.919,7.74174862125301,0.00999999999999801,"LogNormal",100,250,250
"SPI",0.968,10.6859543857615,0,"LogNormal",100,250,250
"Synthetic-only",0.991,15.3072644224887,0,"LogNormal",100,250,250
"SCP",0.925,7.93383935845403,0,"LogNormal",100,500,500
"RSA-CP (OT) (Ours)",0.9095,7.48176452576317,0,"LogNormal",100,500,500
"SPI",0.9615,9.87521601501005,0.019999999999996,"LogNormal",100,500,500
"Synthetic-only",0.952,9.08975533069126,0,"LogNormal",100,500,500
"SCP",0.925,7.93383935845403,0,"LogNormal",100,1000,1000
"RSA-CP (OT) (Ours)",0.911,7.55115468510798,0,"LogNormal",100,1000,1000
"SPI",0.968,10.6859543857615,0.0200000000000031,"LogNormal",100,1000,1000
"Synthetic-only",0.991,15.653635096082,0,"LogNormal",100,1000,1000
"SCP",0.925,7.93383935845403,0,"LogNormal",100,2000,2000
"RSA-CP (OT) (Ours)",0.911,7.58644045466456,0.00999999999999801,"LogNormal",100,2000,2000
"SPI",0.968,10.6859543857615,0.0300000000000011,"LogNormal",100,2000,2000
"Synthetic-only",0.9705,11.2363075512385,0,"LogNormal",100,2000,2000
"SCP",0.925,7.93383935845403,0,"LogNormal",100,3000,3000
"RSA-CP (OT) (Ours)",0.911,7.54045738963097,0,"LogNormal",100,3000,3000
"SPI",0.953,9.11850333835098,0.0500000000000043,"LogNormal",100,3000,3000
"Synthetic-only",0.9515,9.06313235124823,0,"LogNormal",100,3000,3000
"SCP",0.9175,5.29243971795455,0,"Student-t",100,50,50
"RSA-CP (OT) (Ours)",0.917,5.2888628214068,0.00999999999999801,"Student-t",100,50,50
"SPI",0.9835,8.78200122318493,0,"Student-t",100,50,50
"Synthetic-only",0.972,7.79487172237748,0,"Student-t",100,50,50
"SCP",0.9175,5.29243971795455,0,"Student-t",100,100,100
"RSA-CP (OT) (Ours)",0.9,4.83654390206866,0,"Student-t",100,100,100
"SPI",0.9765,8.19850361542677,0,"Student-t",100,100,100
"Synthetic-only",0.975,8.12165059199754,0,"Student-t",100,100,100
"SCP",0.9175,5.29243971795455,0,"Student-t",100,250,250
"RSA-CP (OT) (Ours)",0.885,4.60739580307672,0,"Student-t",100,250,250
"SPI",0.984,8.97572048530326,0.019999999999996,"Student-t",100,250,250
"Synthetic-only",0.9935,11.9445110888551,0,"Student-t",100,250,250
"SCP",0.9175,5.29243971795455,0,"Student-t",100,500,500
"RSA-CP (OT) (Ours)",0.884,4.54882721235965,0,"Student-t",100,500,500
"SPI",0.984,8.97572048530326,0,"Student-t",100,500,500
"Synthetic-only",0.9935,11.6947841678551,0,"Student-t",100,500,500
"SCP",0.9175,5.29243971795455,0,"Student-t",100,1000,1000
"RSA-CP (OT) (Ours)",0.8785,4.44321626557625,0,"Student-t",100,1000,1000
"SPI",0.984,8.97572048530326,0.00999999999999801,"Student-t",100,1000,1000
"Synthetic-only",0.9935,12.05386579483,0,"Student-t",100,1000,1000
