"Method","Cov","Width","Time","Dataset","Trial","Noise"
"Synthetic-only",0.942,6.15952127820166,0,"Student-t",8,0.5
"SCP",0.9625,7.21289229165974,0,"Student-t",8,1
"RSA-CP (OT) (Ours)",0.941,6.05664016048579,0.0200000000000031,"Student-t",8,1
"SPI",0.9625,7.23636061185037,0.0300000000000011,"Student-t",8,1
"Synthetic-only",0.9625,7.2076717584063,0,"Student-t",8,1
"SCP",0.9625,7.21289229165974,0,"Student-t",8,1.5
"RSA-CP (OT) (Ours)",0.9395,5.96689331214754,0,"Student-t",8,1.5
"SPI",0.977,8.63409473598608,0.0599999999999952,"Student-t",8,1.5
"Synthetic-only",0.9765,8.62940038489939,0.00999999999999801,"Student-t",8,1.5
"SCP",0.9625,7.21289229165974,0,"Student-t",8,2
"RSA-CP (OT) (Ours)",0.9395,5.97828246195172,0.0200000000000031,"Student-t",8,2
"SPI",0.985,10.0012229182382,0.0300000000000011,"Student-t",8,2
"Synthetic-only",0.985,9.99316111174885,0,"Student-t",8,2
"SCP",0.9625,7.21289229165974,0,"Student-t",8,3
"RSA-CP (OT) (Ours)",0.941,6.05250351830923,0,"Student-t",8,3
"SPI",0.996,14.1288310475284,0.0599999999999952,"Student-t",8,3
"Synthetic-only",0.996,14.0728734663359,0.00999999999999801,"Student-t",8,3
"SCP",0.943,8.37541515500931,0,"LogNormal",9,0.25
"RSA-CP (OT) (Ours)",0.935,8.07711314776124,0.0200000000000031,"LogNormal",9,0.25
"SPI",0.9295,7.84779035754586,0.0399999999999991,"LogNormal",9,0.25
"Synthetic-only",0.7265,4.26571403438331,0,"LogNormal",9,0.25
"SCP",0.943,8.37541515500931,0,"LogNormal",9,0.5
"RSA-CP (OT) (Ours)",0.935,8.0494518013648,0,"LogNormal",9,0.5
"SPI",0.9295,7.84779035754586,0.0499999999999972,"LogNormal",9,0.5
"Synthetic-only",0.8055,5.04762182082905,0,"LogNormal",9,0.5
"SCP",0.943,8.37541515500931,0,"LogNormal",9,1
"RSA-CP (OT) (Ours)",0.935,8.06328247456302,0,"LogNormal",9,1
"SPI",0.9295,7.84779035754586,0.0600000000000023,"LogNormal",9,1
"Synthetic-only",0.9,6.62805322033717,0.0200000000000031,"LogNormal",9,1
"SCP",0.943,8.37541515500931,0,"LogNormal",9,1.5
"RSA-CP (OT) (Ours)",0.935,8.05343408900876,0,"LogNormal",9,1.5
"SPI",0.9425,8.35162360758536,0.0500000000000043,"LogNormal",9,1.5
"Synthetic-only",0.942,8.34967178029119,0,"LogNormal",9,1.5
"SCP",0.943,8.37541515500931,0,"LogNormal",9,2
"RSA-CP (OT) (Ours)",0.9355,8.09147692586306,0.00999999999999801,"LogNormal",9,2
"SPI",0.969,9.92329113421704,0.0499999999999972,"LogNormal",9,2
"Synthetic-only",0.969,9.92128131581377,0,"LogNormal",9,2
"SCP",0.943,8.37541515500931,0,"LogNormal",9,3
"RSA-CP (OT) (Ours)",0.936,8.09773647256522,0,"LogNormal",9,3
"SPI",0.9765,11.0553181097782,0.0500000000000043,"LogNormal",9,3
"Synthetic-only",0.9885,13.2619978786384,0,"LogNormal",9,3
"SCP",0.8885,4.71227663945572,0,"Student-t",9,0.25
"RSA-CP (OT) (Ours)",0.8715,4.26955947180614,0.00999999999999801,"Student-t",9,0.25
"SPI",0.9515,6.5212727806553,0.0499999999999972,"Student-t",9,0.25
"Synthetic-only",0.9505,6.51601428713152,0,"Student-t",9,0.25
"SCP",0.8885,4.71227663945572,0,"Student-t",9,0.5
"RSA-CP (OT) (Ours)",0.872,4.28384847533861,0,"Student-t",9,0.5
"SPI",0.9465,6.30451192139932,0.0500000000000043,"Student-t",9,0.5
"Synthetic-only",0.9455,6.28446935635021,0,"Student-t",9,0.5
"SCP",0.8885,4.71227663945572,0,"Student-t",9,1
"RSA-CP (OT) (Ours)",0.8705,4.25412614973959,0.00999999999999801,"Student-t",9,1
"SPI",0.9585,7.0061842339456,0.0499999999999972,"Student-t",9,1
"Synthetic-only",0.9585,7.00489829900215,0,"Student-t",9,1
"SCP",0.8885,4.71227663945572,0,"Student-t",9,1.5
"RSA-CP (OT) (Ours)",0.8705,4.24958328181168,0,"Student-t",9,1.5
"SPI",0.9655,7.66189701101932,0.0500000000000043,"Student-t",9,1.5
"Synthetic-only",0.976,8.47448114367364,0,"Student-t",9,1.5
"SCP",0.8885,4.71227663945572,0,"Student-t",9,2
"RSA-CP (OT) (Ours)",0.8715,4.26660883138252,0.00999999999999801,"Student-t",9,2
"SPI",0.9655,7.66189701101932,0.0499999999999972,"Student-t",9,2
"Synthetic-only",0.985,9.97743481558361,0,"Student-t",9,2
"SCP",0.8885,4.71227663945572,0,"Student-t",9,3
"RSA-CP (OT) (Ours)",0.871,4.25886970663844,0,"Student-t",9,3
"SPI",0.9655,7.66189701101932,0.0500000000000043,"Student-t",9,3
"Synthetic-only",0.996,13.6400307699258,0,"Student-t",9,3
"SCP",0.9535,8.80711526661318,0,"LogNormal",10,0.25
"RSA-CP (OT) (Ours)",0.9425,8.35434271128581,0,"LogNormal",10,0.25
"SPI",0.935,8.06957109335475,0.0500000000000043,"LogNormal",10,0.25
"Synthetic-only",0.7275,4.28195121627663,0,"LogNormal",10,0.25
"SCP",0.9535,8.80711526661318,0,"LogNormal",10,0.5
"RSA-CP (OT) (Ours)",0.946,8.41961101371773,0.00999999999999801,"LogNormal",10,0.5
"SPI",0.935,8.06957109335475,0.0499999999999972,"LogNormal",10,0.5
"Synthetic-only",0.8015,5.00012178686369,0,"LogNormal",10,0.5
"SCP",0.9535,8.80711526661318,0,"LogNormal",10,1
"RSA-CP (OT) (Ours)",0.943,8.38045003225858,0,"LogNormal",10,1
"SPI",0.935,8.06957109335475,0.0500000000000043,"LogNormal",10,1
"Synthetic-only",0.902,6.72706295967954,0,"LogNormal",10,1
"SCP",0.9535,8.80711526661318,0,"LogNormal",10,1.5
"RSA-CP (OT) (Ours)",0.943,8.38304111788739,0.00999999999999801,"LogNormal",10,1.5
"SPI",0.946,8.44892666947377,0.0499999999999972,"LogNormal",10,1.5
"Synthetic-only",0.946,8.44732040905483,0,"LogNormal",10,1.5
"SCP",0.9535,8.80711526661318,0,"LogNormal",10,2
"RSA-CP (OT) (Ours)",0.944,8.41059186153944,0,"LogNormal",10,2
"SPI",0.969,9.91289057641069,0.0500000000000043,"LogNormal",10,2
"Synthetic-only",0.969,9.9098620548781,0,"LogNormal",10,2
"SCP",0.9535,8.80711526661318,0,"LogNormal",10,3
"RSA-CP (OT) (Ours)",0.9425,8.35334189393351,0.00999999999999801,"LogNormal",10,3
"SPI",0.9745,10.434225948783,0.0499999999999972,"LogNormal",10,3
"Synthetic-only",0.988,12.9832652745459,0,"LogNormal",10,3
"SCP",0.9625,7.29620892179603,0,"Student-t",10,0.25
"RSA-CP (OT) (Ours)",0.913,5.20596496967932,0,"Student-t",10,0.25
"SPI",0.944,6.20506433524387,0.0500000000000043,"Student-t",10,0.25
"Synthetic-only",0.944,6.19162205100834,0,"Student-t",10,0.25
"SCP",0.9625,7.29620892179603,0,"Student-t",10,0.5
"RSA-CP (OT) (Ours)",0.919,5.35228323191255,0.00999999999999801,"Student-t",10,0.5
"SPI",0.955,6.78530461005344,0.0499999999999972,"Student-t",10,0.5
"Synthetic-only",0.955,6.7800817400791,0,"Student-t",10,0.5
"SCP",0.9625,7.29620892179603,0,"Student-t",10,1
"RSA-CP (OT) (Ours)",0.92,5.41462082434213,0,"Student-t",10,1
"SPI",0.9645,7.53344316046346,0.0500000000000043,"Student-t",10,1
"Synthetic-only",0.964,7.52447202742356,0,"Student-t",10,1
"SCP",0.9625,7.29620892179603,0,"Student-t",10,1.5
"RSA-CP (OT) (Ours)",0.907,5.09059686036703,0.00999999999999801,"Student-t",10,1.5
"SPI",0.976,8.46546682468326,0.0300000000000011,"Student-t",10,1.5
"Synthetic-only",0.975,8.41973294524814,0.0200000000000031,"Student-t",10,1.5
"SCP",0.9625,7.29620892179603,0,"Student-t",10,2
"RSA-CP (OT) (Ours)",0.9065,5.05018047239643,0,"Student-t",10,2
"SPI",0.9765,8.56289201779419,0.0499999999999972,"Student-t",10,2
"Synthetic-only",0.985,10.048649007153,0,"Student-t",10,2
"SCP",0.9625,7.29620892179603,0,"Student-t",10,3
"RSA-CP (OT) (Ours)",0.929,5.69523000928978,0.00999999999999801,"Student-t",10,3
"SPI",0.9765,8.56289201779419,0.0300000000000011,"Student-t",10,3
"Synthetic-only",0.996,14.1408808113597,0,"Student-t",10,3
"SCP",0.9745,10.4310333771733,0,"LogNormal",11,0.25
"RSA-CP (OT) (Ours)",0.9385,8.18710786862145,0,"LogNormal",11,0.25
"SPI",0.9025,6.74775418206731,0.0499999999999972,"LogNormal",11,0.25
"Synthetic-only",0.7275,4.28230897933872,0,"LogNormal",11,0.25
"SCP",0.9745,10.4310333771733,0,"LogNormal",11,0.5
"RSA-CP (OT) (Ours)",0.9535,8.84088780731355,0,"LogNormal",11,0.5
"SPI",0.9025,6.74775418206731,0.0600000000000023,"LogNormal",11,0.5
"Synthetic-only",0.807,5.05652299513675,0.00999999999999801,"LogNormal",11,0.5
"SCP",0.9745,10.4310333771733,0,"LogNormal",11,1
"RSA-CP (OT) (Ours)",0.939,8.23168377353228,0,"LogNormal",11,1
"SPI",0.9025,6.74775418206731,0.0399999999999991,"LogNormal",11,1
"Synthetic-only",0.897,6.53037826470166,0,"LogNormal",11,1
"SCP",0.9745,10.4310333771733,0,"LogNormal",11,1.5
"RSA-CP (OT) (Ours)",0.943,8.36078763028396,0.019999999999996,"LogNormal",11,1.5
"SPI",0.9415,8.33588924123336,0.0500000000000043,"LogNormal",11,1.5
"Synthetic-only",0.941,8.31973793579586,0,"LogNormal",11,1.5
"SCP",0.9745,10.4310333771733,0,"LogNormal",11,2
"RSA-CP (OT) (Ours)",0.946,8.42886780686061,0,"LogNormal",11,2
"SPI",0.9705,9.9793296539726,0.0399999999999991,"LogNormal",11,2
"Synthetic-only",0.969,9.92531415556489,0,"LogNormal",11,2
"SCP",0.9745,10.4310333771733,0,"LogNormal",11,3
"RSA-CP (OT) (Ours)",0.946,8.44012504666899,0.019999999999996,"LogNormal",11,3
"SPI",0.9825,11.877002219573,0.0500000000000043,"LogNormal",11,3
"Synthetic-only",0.9895,13.4239895857253,0,"LogNormal",11,3
"SCP",0.916,5.28239339923335,0,"Student-t",11,0.25
"RSA-CP (OT) (Ours)",0.907,5.08245002439243,0,"Student-t",11,0.25
"SPI",0.916,5.29086512928097,0.0399999999999991,"Student-t",11,0.25
"Synthetic-only",0.954,6.674893729144,0,"Student-t",11,0.25
"SCP",0.916,5.28239339923335,0,"Student-t",11,0.5
"RSA-CP (OT) (Ours)",0.9045,5.04231366353172,0.0200000000000031,"Student-t",11,0.5
"SPI",0.916,5.29086512928097,0.0499999999999972,"Student-t",11,0.5
"Synthetic-only",0.954,6.72136461092053,0,"Student-t",11,0.5
"SCP",0.916,5.28239339923335,0,"Student-t",11,1
"RSA-CP (OT) (Ours)",0.907,5.06194496076307,0,"Student-t",11,1
"SPI",0.916,5.29086512928097,0.0399999999999991,"Student-t",11,1
"Synthetic-only",0.9645,7.55611021281251,0,"Student-t",11,1
"SCP",0.916,5.28239339923335,0,"Student-t",11,1.5
"RSA-CP (OT) (Ours)",0.907,5.0843227787245,0.0200000000000031,"Student-t",11,1.5
"SPI",0.916,5.29086512928097,0.0499999999999972,"Student-t",11,1.5
"Synthetic-only",0.976,8.45639305204436,0,"Student-t",11,1.5
"SCP",0.916,5.28239339923335,0,"Student-t",11,2
"RSA-CP (OT) (Ours)",0.904,5.03290814101778,0,"Student-t",11,2
"SPI",0.916,5.29086512928097,0.0399999999999991,"Student-t",11,2
"Synthetic-only",0.985,9.91945126604044,0,"Student-t",11,2
"SCP",0.916,5.28239339923335,0,"Student-t",11,3
"RSA-CP (OT) (Ours)",0.907,5.10984877874496,0.0200000000000031,"Student-t",11,3
"SPI",0.916,5.29086512928097,0.0399999999999991,"Student-t",11,3
"Synthetic-only",0.996,13.4527408247067,0,"Student-t",11,3
"SCP",0.993,15.1999653488733,0,"LogNormal",12,0.25
"RSA-CP (OT) (Ours)",0.991,13.8694500666417,0.019999999999996,"LogNormal",12,0.25
"SPI",0.986,12.6181998337349,0.0500000000000043,"LogNormal",12,0.25
"Synthetic-only",0.727,4.27272262020956,0,"LogNormal",12,0.25
"SCP",0.993,15.1999653488733,0,"LogNormal",12,0.5
"RSA-CP (OT) (Ours)",0.9905,13.7331409750777,0,"LogNormal",12,0.5
"SPI",0.986,12.6181998337349,0.0399999999999991,"LogNormal",12,0.5
"Synthetic-only",0.8085,5.05964384832938,0,"LogNormal",12,0.5
"SCP",0.993,15.1999653488733,0,"LogNormal",12,1
"RSA-CP (OT) (Ours)",0.9905,13.7331409750777,0.019999999999996,"LogNormal",12,1
"SPI",0.986,12.6181998337349,0.0500000000000043,"LogNormal",12,1
"Synthetic-only",0.8995,6.61242475413505,0,"LogNormal",12,1
"SCP",0.993,15.1999653488733,0,"LogNormal",12,1.5
"RSA-CP (OT) (Ours)",0.9905,13.8353727937507,0,"LogNormal",12,1.5
"SPI",0.986,12.6181998337349,0.0399999999999991,"LogNormal",12,1.5
"Synthetic-only",0.939,8.21861026378528,0,"LogNormal",12,1.5
"SCP",0.993,15.1999653488733,0,"LogNormal",12,2
"RSA-CP (OT) (Ours)",0.991,13.8694500666417,0,"LogNormal",12,2
"SPI",0.986,12.6181998337349,0.0700000000000003,"LogNormal",12,2
"Synthetic-only",0.969,9.92477187660342,0.0200000000000031,"LogNormal",12,2
"SCP",0.993,15.1999653488733,0,"LogNormal",12,3
"RSA-CP (OT) (Ours)",0.9905,13.5968318835136,0,"LogNormal",12,3
"SPI",0.9885,13.1274394671988,0.0399999999999991,"LogNormal",12,3
"Synthetic-only",0.9885,13.1135375244829,0,"LogNormal",12,3
"SCP",0.9505,6.49361970532012,0,"Student-t",12,0.25
"RSA-CP (OT) (Ours)",0.9325,5.77212116426196,0.0200000000000031,"Student-t",12,0.25
"SPI",0.9485,6.38643331970744,0.0499999999999972,"Student-t",12,0.25
"Synthetic-only",0.9485,6.36954393988366,0,"Student-t",12,0.25
"SCP",0.9505,6.49361970532012,0,"Student-t",12,0.5
"RSA-CP (OT) (Ours)",0.9355,5.84682623115756,0,"Student-t",12,0.5
"SPI",0.9535,6.64201052583351,0.0399999999999991,"Student-t",12,0.5
"Synthetic-only",0.9535,6.62950058267597,0,"Student-t",12,0.5
"SCP",0.9505,6.49361970532012,0,"Student-t",12,1
"RSA-CP (OT) (Ours)",0.934,5.81306819329188,0.0200000000000031,"Student-t",12,1
"SPI",0.9625,7.28944909370833,0.0399999999999991,"Student-t",12,1
"Synthetic-only",0.9625,7.25935256245653,0,"Student-t",12,1
"SCP",0.9505,6.49361970532012,0,"Student-t",12,1.5
"RSA-CP (OT) (Ours)",0.935,5.83698834483114,0,"Student-t",12,1.5
"SPI",0.977,8.68733111229807,0.0499999999999972,"Student-t",12,1.5
"Synthetic-only",0.977,8.68133974412865,0,"Student-t",12,1.5
"SCP",0.9505,6.49361970532012,0,"Student-t",12,2
"RSA-CP (OT) (Ours)",0.9355,5.84144495813428,0.0200000000000031,"Student-t",12,2
"SPI",0.985,9.95628708405757,0.0399999999999991,"Student-t",12,2
"Synthetic-only",0.985,9.94397488197172,0,"Student-t",12,2
"SCP",0.9505,6.49361970532012,0,"Student-t",12,3
"RSA-CP (OT) (Ours)",0.933,5.78001683383478,0,"Student-t",12,3
"SPI",0.9955,13.095417435514,0.0499999999999972,"Student-t",12,3
"Synthetic-only",0.9955,13.0512140695159,0,"Student-t",12,3
"SCP",0.9255,7.70769101785613,0,"LogNormal",13,0.25
"RSA-CP (OT) (Ours)",0.918,7.34750236431324,0,"LogNormal",13,0.25
"SPI",0.911,7.11690023056684,0.0399999999999991,"LogNormal",13,0.25
"Synthetic-only",0.726,4.25545169560413,0,"LogNormal",13,0.25
"SCP",0.9255,7.70769101785613,0,"LogNormal",13,0.5
"RSA-CP (OT) (Ours)",0.9185,7.38832182189275,0.0200000000000031,"LogNormal",13,0.5
"SPI",0.911,7.11690023056684,0.0499999999999972,"LogNormal",13,0.5
"Synthetic-only",0.8055,5.05027807092292,0,"LogNormal",13,0.5
"SCP",0.9255,7.70769101785613,0,"LogNormal",13,1
"RSA-CP (OT) (Ours)",0.917,7.3338958784534,0,"LogNormal",13,1
"SPI",0.911,7.11690023056684,0.0399999999999991,"LogNormal",13,1
"Synthetic-only",0.896,6.51983315033734,0,"LogNormal",13,1
"SCP",0.9255,7.70769101785613,0,"LogNormal",13,1.5
"RSA-CP (OT) (Ours)",0.9205,7.43838342797288,0,"LogNormal",13,1.5
"SPI",0.9405,8.2933291705076,0.0700000000000003,"LogNormal",13,1.5
"Synthetic-only",0.9405,8.2929727874301,0.0200000000000031,"LogNormal",13,1.5
"SCP",0.9255,7.70769101785613,0,"LogNormal",13,2
"RSA-CP (OT) (Ours)",0.9165,7.29934173800301,0,"LogNormal",13,2
"SPI",0.965,9.51398533734295,0.0399999999999991,"LogNormal",13,2
"Synthetic-only",0.965,9.51347128105786,0,"LogNormal",13,2
"SCP",0.9255,7.70769101785613,0,"LogNormal",13,3
"RSA-CP (OT) (Ours)",0.9185,7.3832983118753,0,"LogNormal",13,3
"SPI",0.9765,10.8761176972982,0.0399999999999991,"LogNormal",13,3
"Synthetic-only",0.9895,13.4302799963689,0,"LogNormal",13,3
"SCP",0.953,6.61279574613989,0,"Student-t",13,0.25
"RSA-CP (OT) (Ours)",0.946,6.30121471743961,0,"Student-t",13,0.25
"SPI",0.954,6.67522577395505,0.0499999999999972,"Student-t",13,0.25
"Synthetic-only",0.954,6.67013590717099,0,"Student-t",13,0.25
"SCP",0.953,6.61279574613989,0,"Student-t",13,0.5
"RSA-CP (OT) (Ours)",0.9455,6.25676667323984,0,"Student-t",13,0.5
"SPI",0.954,6.67528046334813,0.0600000000000023,"Student-t",13,0.5
"Synthetic-only",0.9535,6.64369092601613,0.0200000000000031,"Student-t",13,0.5
"SCP",0.953,6.61279574613989,0,"Student-t",13,1
"RSA-CP (OT) (Ours)",0.9455,6.27695368086093,0,"Student-t",13,1
"SPI",0.9625,7.22196295859282,0.0499999999999972,"Student-t",13,1
"Synthetic-only",0.9615,7.18072107620404,0,"Student-t",13,1
"SCP",0.953,6.61279574613989,0,"Student-t",13,1.5
"RSA-CP (OT) (Ours)",0.9455,6.28121839164,0.0200000000000031,"Student-t",13,1.5
"SPI",0.9625,7.28627410113023,0.0399999999999991,"Student-t",13,1.5
"Synthetic-only",0.9745,8.35977643455568,0,"Student-t",13,1.5
"SCP",0.953,6.61279574613989,0,"Student-t",13,2
"RSA-CP (OT) (Ours)",0.944,6.22721398526286,0,"Student-t",13,2
"SPI",0.9625,7.28627410113023,0.0499999999999972,"Student-t",13,2
"Synthetic-only",0.986,10.2185624286503,0,"Student-t",13,2
"SCP",0.953,6.61279574613989,0,"Student-t",13,3
"RSA-CP (OT) (Ours)",0.944,6.222273012499,0.0200000000000031,"Student-t",13,3
"SPI",0.9625,7.28627410113023,0.0300000000000011,"Student-t",13,3
"Synthetic-only",0.9955,13.0279225597195,0,"Student-t",13,3
"SCP",0.934,8.00717201604654,0,"LogNormal",14,0.25
"RSA-CP (OT) (Ours)",0.922,7.58982628374975,0,"LogNormal",14,0.25
"SPI",0.9155,7.24930154286639,0.0499999999999972,"LogNormal",14,0.25
"Synthetic-only",0.7275,4.28396422309188,0,"LogNormal",14,0.25
"SCP",0.934,8.00717201604654,0,"LogNormal",14,0.5
"RSA-CP (OT) (Ours)",0.922,7.57783603685599,0,"LogNormal",14,0.5
"SPI",0.9155,7.24930154286639,0.0600000000000023,"LogNormal",14,0.5
"Synthetic-only",0.8085,5.05989061693825,0.0200000000000031,"LogNormal",14,0.5
"SCP",0.934,8.00717201604654,0,"LogNormal",14,1
"RSA-CP (OT) (Ours)",0.922,7.57499897795351,0,"LogNormal",14,1
"SPI",0.9155,7.24930154286639,0.0500000000000043,"LogNormal",14,1
"Synthetic-only",0.898,6.57299375510317,0,"LogNormal",14,1
"SCP",0.934,8.00717201604654,0,"LogNormal",14,1.5
"RSA-CP (OT) (Ours)",0.9225,7.61463537588179,0,"LogNormal",14,1.5
"SPI",0.939,8.20064251269534,0.0599999999999952,"LogNormal",14,1.5
"Synthetic-only",0.939,8.19517382654476,0.00999999999999801,"LogNormal",14,1.5
"SCP",0.934,8.00717201604654,0,"LogNormal",14,2
"RSA-CP (OT) (Ours)",0.922,7.55170328949878,0,"LogNormal",14,2
"SPI",0.9655,9.58420401707841,0.0500000000000043,"LogNormal",14,2
"Synthetic-only",0.9705,9.99802756105801,0,"LogNormal",14,2
"SCP",0.934,8.00717201604654,0,"LogNormal",14,3
"RSA-CP (OT) (Ours)",0.9225,7.62319737067446,0,"LogNormal",14,3
"SPI",0.9655,9.58420401707841,0.0499999999999972,"LogNormal",14,3
"Synthetic-only",0.99,13.4610841502082,0,"LogNormal",14,3
"SCP",0.869,4.19440979218235,0,"Student-t",14,0.25
"RSA-CP (OT) (Ours)",0.844,3.8469362357532,0.0200000000000031,"Student-t",14,0.25
"SPI",0.949,6.43576418096605,0.0399999999999991,"Student-t",14,0.25
"Synthetic-only",0.949,6.43429609994046,0,"Student-t",14,0.25
"SCP",0.869,4.19440979218235,0,"Student-t",14,0.5
"RSA-CP (OT) (Ours)",0.8465,3.85419938256203,0,"Student-t",14,0.5
"SPI",0.953,6.61073636884823,0.0499999999999972,"Student-t",14,0.5
"Synthetic-only",0.953,6.60863160405663,0,"Student-t",14,0.5
"SCP",0.869,4.19440979218235,0,"Student-t",14,1
"RSA-CP (OT) (Ours)",0.843,3.84023057813489,0.0200000000000031,"Student-t",14,1
"SPI",0.9635,7.459603326841,0.0300000000000011,"Student-t",14,1
"Synthetic-only",0.963,7.44814442365012,0,"Student-t",14,1
"SCP",0.869,4.19440979218235,0,"Student-t",14,1.5
"RSA-CP (OT) (Ours)",0.8415,3.82304850970335,0,"Student-t",14,1.5
"SPI",0.972,8.09515763248976,0.0499999999999972,"Student-t",14,1.5
"Synthetic-only",0.977,8.64774136109454,0,"Student-t",14,1.5
"SCP",0.869,4.19440979218235,0,"Student-t",14,2
"RSA-CP (OT) (Ours)",0.84,3.82059269174416,0,"Student-t",14,2
"SPI",0.972,8.09515763248976,0.0500000000000043,"Student-t",14,2
"Synthetic-only",0.9825,9.62193019458481,0,"Student-t",14,2
"SCP",0.869,4.19440979218235,0,"Student-t",14,3
"RSA-CP (OT) (Ours)",0.8395,3.81558900498019,0.00999999999999801,"Student-t",14,3
"SPI",0.972,8.09515763248976,0.0500000000000043,"Student-t",14,3
"Synthetic-only",0.9955,13.0879670124848,0,"Student-t",14,3
"SCP",0.939,8.21517646909802,0,"LogNormal",15,0.25
"RSA-CP (OT) (Ours)",0.9225,7.59757183120137,0.00999999999999801,"LogNormal",15,0.25
"SPI",0.91,7.05410301380237,0.0499999999999972,"LogNormal",15,0.25
"Synthetic-only",0.726,4.26302559633868,0,"LogNormal",15,0.25
"SCP",0.939,8.21517646909802,0,"LogNormal",15,0.5
"RSA-CP (OT) (Ours)",0.9215,7.51315436641024,0,"LogNormal",15,0.5
"SPI",0.91,7.05410301380237,0.0500000000000043,"LogNormal",15,0.5
"Synthetic-only",0.8015,4.99157987623336,0,"LogNormal",15,0.5
"SCP",0.939,8.21517646909802,0,"LogNormal",15,1
"RSA-CP (OT) (Ours)",0.9225,7.59757183120137,0.00999999999999801,"LogNormal",15,1
"SPI",0.91,7.05410301380237,0.0499999999999972,"LogNormal",15,1
"Synthetic-only",0.895,6.49708370945981,0,"LogNormal",15,1
"SCP",0.939,8.21517646909802,0,"LogNormal",15,1.5
"RSA-CP (OT) (Ours)",0.922,7.59020339076435,0,"LogNormal",15,1.5
"SPI",0.9475,8.51558715846003,0.0500000000000043,"LogNormal",15,1.5
"Synthetic-only",0.947,8.50610482490496,0,"LogNormal",15,1.5
"SCP",0.939,8.21517646909802,0,"LogNormal",15,2
"RSA-CP (OT) (Ours)",0.921,7.468363569306,0,"LogNormal",15,2
"SPI",0.9675,9.68990019523695,0.0599999999999952,"LogNormal",15,2
"Synthetic-only",0.967,9.67405621582761,0.00999999999999801,"LogNormal",15,2
"SCP",0.939,8.21517646909802,0,"LogNormal",15,3
"RSA-CP (OT) (Ours)",0.922,7.5799926354943,0.0200000000000031,"LogNormal",15,3
"SPI",0.978,11.2462822538401,0.0300000000000011,"LogNormal",15,3
"Synthetic-only",0.988,13.072043980918,0,"LogNormal",15,3
"SCP",0.9805,9.20312729197405,0,"Student-t",15,0.25
"RSA-CP (OT) (Ours)",0.9765,8.62902492295912,0,"Student-t",15,0.25
"SPI",0.973,8.27180115429287,0.0599999999999952,"Student-t",15,0.25
"Synthetic-only",0.955,6.78861211852754,0.00999999999999801,"Student-t",15,0.25
"SCP",0.9805,9.20312729197405,0,"Student-t",15,0.5
"RSA-CP (OT) (Ours)",0.976,8.52401446238282,0,"Student-t",15,0.5
"SPI",0.973,8.27180115429287,0.0500000000000043,"Student-t",15,0.5
"Synthetic-only",0.9515,6.54253402210155,0,"Student-t",15,0.5
"SCP",0.9805,9.20312729197405,0,"Student-t",15,1
"RSA-CP (OT) (Ours)",0.9765,8.55479898226908,0.00999999999999801,"Student-t",15,1
"SPI",0.973,8.27180115429287,0.0500000000000043,"Student-t",15,1
"Synthetic-only",0.9635,7.46118312450113,0,"Student-t",15,1
"SCP",0.9805,9.20312729197405,0,"Student-t",15,1.5
"RSA-CP (OT) (Ours)",0.9775,8.70042624507527,0,"Student-t",15,1.5
"SPI",0.979,9.01335517197151,0.0499999999999972,"Student-t",15,1.5
"Synthetic-only",0.979,9.00117379327251,0,"Student-t",15,1.5
"SCP",0.9805,9.20312729197405,0,"Student-t",15,2
"RSA-CP (OT) (Ours)",0.977,8.63948127977557,0.00999999999999801,"Student-t",15,2
"SPI",0.984,9.69794570850905,0.0300000000000011,"Student-t",15,2
"Synthetic-only",0.984,9.69267358564273,0,"Student-t",15,2
"SCP",0.9805,9.20312729197405,0,"Student-t",15,3
"RSA-CP (OT) (Ours)",0.9765,8.57668960257887,0,"Student-t",15,3
"SPI",0.996,13.8427932071862,0.0499999999999972,"Student-t",15,3
"Synthetic-only",0.996,13.8297309922183,0,"Student-t",15,3
"SCP",0.922,7.54107726500002,0,"LogNormal",16,0.25
"RSA-CP (OT) (Ours)",0.91,7.08388559720477,0.00999999999999801,"LogNormal",16,0.25
"SPI",0.905,6.80199880572014,0.0500000000000043,"LogNormal",16,0.25
"Synthetic-only",0.7235,4.24089265914124,0,"LogNormal",16,0.25
"SCP",0.922,7.54107726500002,0,"LogNormal",16,0.5
"RSA-CP (OT) (Ours)",0.911,7.11653023129327,0,"LogNormal",16,0.5
